	amicus	argDate	argMonth	argYear	caseName	cutoffs_ALL	cutoffs_BREYER	cutoffs_GINSBURG	cutoffs_KENNEDY	cutoffs_ROBERTS	cutoffs_SCALIA	decDate	majVotes	minVotes	winner	words_BREYER	words_GINSBURG	words_KENNEDY	words_ROBERTS	words_SCALIA	sentiment_BREYER	sentiment_GINSBURG	sentiment_KENNEDY	sentiment_ROBERTS	sentiment_SCALIA
05-785	0	12/11/06	12	6	"""THOMAS L. CAREY, WARDEN v. MATHEW MUSLADIN"""	0.0	-0.3333333333333333	0.0	0.0	1.0	0.0	12/11/06	9	0	1	0.7068557919621751	-0.7414965986394558	-0.3151750972762646	0.4423076923076923	0.004081632653061225	0.09314373897707227	0.13654761904761908	0.12014652014652015	0.03133753501400561	-0.017426587301587314
05-848	0	4/2/07	4	7	"""ENVIRONMENTAL DEFENSE, et al. v. DUKE ENERGY CORPORATION, et al."""	0.0	0.0	0.0	0.0	1.0	0.0	4/2/07	9	0	1	-1.0	0.8333333333333334	-1.0	0.4777070063694268	0.6257309941520468	0.09121848739495801	-0.22816666666666668	0.028571428571428564	-0.03611111111111111	-0.12234704184704186
05-908	0	6/28/07	6	7	PARENTS INVOLVED IN COMMUNITY SCHOOLS v. SEATTLE SCHOOL DISTRICT NO. 1 et al.	3.0	0.0	1.0	0.0	0.0	1.0	6/28/07	5	4	1	1.0	1.0	0.2849740932642487	0.9655172413793104	1.0	-0.40345238095238095	-0.09922619047619048	-0.06956890331890331	-0.06804617117117118	-0.021219411375661378
05-983	-1	5/21/07	5	7	"""JACOB WINKELMAN, A MINOR, BY AND THROUGH HIS PARENTS AND LEGAL GUARDIANS, JEFF AND SANDEE WINKELMAN, et al. v. PARMA CITY SCHOOL DISTRICT"""	12.0	1.0	1.0	1.0	0.5	-0.3333333333333333	5/21/07	7	2	1	1.0	1.0	1.0	0.6381260096930533	0.018867924528301886	-0.10564671814671814	-0.015555555555555564	0.0	0.05158588435374148	-0.15001547987616098
05-996	0	2/21/07	2	7	"""ROBERT LOUIS MARRAMA v. CITIZENS BANK OF MASSACHUSETTS, et al."""	1.0	0.0	0.0	0.0	-1.0	-1.0	2/21/07	5	4	0	0.0	-1.0	1.0	0.30303030303030304	-0.8267716535433071	-0.04103641456582634	0.03607843137254903	0.0	0.11819727891156463	-0.023410238751147838
05-998	0	1/19/07	1	7	UNITED STATES v. JUAN RESENDIZ-PONCE	-8.0	-0.6	-1.0	1.0	-1.0	0.0	1/19/07	8	1	1	-0.3789649415692821	-0.07602339181286549	0.21904761904761905	-0.6850393700787402	-0.5901639344262295	0.004176887926887932	-0.2571428571428571	-0.08874999999999998	-0.12986111111111115	0.16666666666666669
06-1005	0	6/2/08	6	8	UNITED STATES v. EFRAIN SANTOS AND BENEDICTO DIAZ	4.0	0.0	1.0	-1.0	-1.0	0.3333333333333333	6/2/08	5	4	0	-1.0	1.0	0.5423728813559322	-0.7027863777089783	0.20253164556962025	0.1	0.07777777777777778	0.1875	-0.001215277777777778	-0.12228670634920635
06-10119	0	3/19/08	3	8	ALLEN SNYDER v. LOUISIANA	2.0	-1.0	0.0	-1.0	0.6666666666666666	0.5	3/19/08	7	2	1	-0.4647058823529412	-0.4626865671641791	-1.0	0.7354838709677419	0.6964285714285714	0.47546470342522973	-0.28166666666666673	0.1380952380952381	0.10181786812221595	-0.1964781746031746
06-102	-1	3/5/07	3	7	"""SINOCHEM INTERNATIONAL CO., LTD. v. MALAYSIA INTERNATIONAL SHIPPING CORPORATION"""	6.0	0.0	0.0	1.0	-1.0	1.0	3/5/07	9	0	1	0.0	1.0	1.0	-0.25203252032520324	1.0	0.0	0.04244047619047618	-0.04761904761904762	-0.13547619047619047	-0.0842063492063492
06-1037	0	6/19/08	6	8	KY. RET. SYS. v. EEOC	-8.0	0.2	0.0	0.0	0.0	0.0	6/19/08	5	4	1	0.5898305084745763	0.0	1.0	1.0	1.0	0.15228937728937728	0.0	-0.3333333333333333	-0.10029761904761907	-0.39285714285714285
06-1082	0	4/23/08	4	8	VIRGINIA v. DAVID LEE MOORE	15.0	0.0	1.0	-1.0	0.0	0.75	4/23/08	9	0	1	0.0	1.0	-1.0	0.6423841059602649	0.7391304347826086	0.1661916786916787	-0.025595238095238088	-0.16593915343915344	-0.15636724386724388	0.05881423015043703
06-11206	0	1/13/09	1	9	DEONDERY CHAMBERS v. UNITED STATES	1.0	-1.0	0.0	0.0	0.3333333333333333	1.0	1/13/09	9	0	1	-1.0	-0.42424242424242425	-0.006060606060606061	-0.017391304347826087	0.726775956284153	-0.08952380952380953	0.1470238095238095	-0.08402777777777778	0.016583994708994756	-0.2856547619047619
06-11429	0	4/16/08	4	8	KEITH LAVON BURGESS v. UNITED STATES	12.0	1.0	1.0	0.3333333333333333	1.0	1.0	4/16/08	9	0	0	1.0	1.0	0.7587939698492462	0.9096385542168676	1.0	-0.1296167721167721	-0.15714285714285714	-0.13444444444444445	-0.07588095238095237	-0.03184523809523809
06-11543	0	4/16/08	4	8	LARRY BEGAY v. UNITED STATES	6.0	0.0	0.0	-0.3333333333333333	0.5	-1.0	4/16/08	6	3	1	0.0	-1.0	-0.4382022471910113	0.4568690095846645	-0.6354166666666666	0.0	-0.03385416666666667	-0.047132616487455176	-0.19916666666666671	0.007575757575757577
06-116	0	3/27/07	3	7	"""ALICIA G. LIMTIACO, ATTORNEY GENERAL OF GUAM v. FELIX P. CAMACHO, GOVERNOR OF GUAM"""	-5.0	0.0	0.0	0.0	0.0	0.0	3/27/07	5	4	1	0.15151515151515152	-0.07878787878787878	0.3757225433526011	-0.29411764705882354	-0.8208955223880597	0.05099206349206348	-0.060763888888888895	0.30624999999999997	0.14375000000000002	0.011718749999999986
06-11612	0	5/12/08	5	8	HOMERO GONZALEZ v. UNITED STATES	7.0	0.0	-1.0	-1.0	-0.3333333333333333	0.7142857142857143	5/12/08	8	1	0	0.0	0.7411764705882353	-1.0	-0.17473684210526316	0.7125	0.0	0.018392857142857134	-0.06851851851851853	-0.05321557971014492	0.34890572390572394
06-1164	0	1/8/08	1	8	JOHN R. SAND & GRAVEL COMPANY v. UNITED STATES	2.0	1.0	0.3333333333333333	0.0	1.0	1.0	1/8/08	7	2	0	-0.1724137931034483	0.5727699530516432	0.7235772357723578	0.6143497757847534	1.0	-0.49097222222222225	-0.07930059523809525	-0.026190476190476205	-0.0336734693877551	0.05555555555555555
06-1181	0	6/16/08	6	8	DADA v. MUKASEY	-3.0	-0.3333333333333333	1.0	0.0	0.0	1.0	6/16/08	5	4	1	-0.5388349514563107	0.6338028169014085	-0.4615384615384616	0.8532608695652174	0.990950226244344	0.016142191142191176	-0.08305422647527912	0.0202651515151515	-0.19279761904761905	0.1311462842712843
06-1204	-1	6/12/08	6	8	PHILIPPINES v. PIMENTEL	17.0	1.0	1.0	-1.0	1.0	0.0	6/12/08	7	2	1	1.0	1.0	0.15384615384615385	1.0	0.0	0.19355423987776926	-0.04940692640692641	0.0	-0.04672619047619047	0.0
06-1221	0	2/26/08	2	8	SPRINT/UNITED MANAGEMENT COMPANY v. ELLEN MENDELSOHN	4.0	1.0	1.0	1.0	0.0	-0.7142857142857143	2/26/08	9	0	1	1.0	0.6826568265682657	0.5107913669064749	0.125	-0.42857142857142855	0.12961309523809522	-0.07777777777777777	0.32256944444444446	0.05858360389610387	-0.028434343434343427
06-1249	0	3/4/09	3	9	WYETH v. DIANA LEVINE	-1.0	-1.0	1.0	0.0	0.0	-1.0	3/4/09	6	3	0	-1.0	0.0	-0.6727272727272727	0.061224489795918366	-1.0	0.04276592455163884	-0.029910714285714287	0.08091341991341991	-0.125	0.0007549175970228573
06-1286	0	1/16/08	1	8	"""MICHAEL J. KNIGHT, TRUSTEE OF THE WILLIAM L. RUDKIN TESTAMENTARY TRUST v. COMMISSIONER OF INTERNAL REVENUE"""	-1.0	-0.3333333333333333	-0.5	1.0	0.0	0.14285714285714285	1/16/08	9	0	0	-0.875	-0.1407942238267148	0.03508771929824561	-0.1396011396011396	-0.43478260869565216	-0.22981601731601728	-0.04003413865546218	-0.04916666666666667	-0.17341666666666672	-0.044498556998556975
06-1287	-1	12/4/07	12	7	"""CSX TRANSPORTATION, INC. v. GEORGIA STATE BOARD OF EQUALIZATION ET AL"""	18.0	0.0	0.0	1.0	0.6666666666666666	0.2	12/4/07	9	0	1	1.0	0.043478260869565216	1.0	0.7521367521367521	0.2289156626506024	0.004166666666666666	0.35714285714285715	-0.18282738095238096	-0.023929494278331492	0.16663944851444848
06-1321	0	5/27/08	5	8	"""MYRNA GOMEZ-PEREZ v. JOHN E. POTTER, POSTMASTER GENERAL"""	-11.0	0.0	-1.0	0.0	0.2	1.0	5/27/08	6	3	1	0.4586466165413534	-0.7368421052631579	0.0	-0.19617224880382772	0.4065934065934066	-0.001964285714285717	0.030631868131868134	0.0	-0.06687499999999999	-0.1878246753246753
06-1322	0	2/27/08	2	8	"""FEDERAL EXPRESS CORPORATION v. PAUL HOLOWECKI, ET AL"""	-4.0	-1.0	0.0	-1.0	1.0	-0.42857142857142855	2/27/08	7	2	0	0.3383458646616541	0.6818181818181818	-1.0	0.06726457399103139	-0.3415492957746479	-0.20419642857142856	0.20480421094057455	0.4	-0.0335218253968254	-0.03287802213509759
06-134	0	6/14/07	6	7	"""THE PERMANENT MISSION OF INDIA TO THE UNITED NATIONS, et al. v. CITY OF NEW YORK, NEW YORK"""	4.0	1.0	0.0	0.0	0.0	0.2	6/14/07	7	2	0	0.5830985915492958	0.7391304347826086	1.0	0.3428571428571429	0.4246575342465753	0.09966269841269841	-0.15601190476190474	0.40162337662337666	-0.21928953399541637	0.04936343418486275
06-1413	0	4/15/08	4	8	"""MEADWESTVACO CORPORATION, SUCCESSOR IN INTEREST TO THE MEAD CORPORATION v. ILLINOIS DEPARTMENT OF REVENUE ET AL"""	-5.0	1.0	1.0	-0.7142857142857143	-1.0	1.0	4/15/08	9	0	0	-1.0	0.7382198952879581	-0.7809187279151943	0.12582781456953646	-0.04672897196261682	0.04642857142857143	0.0037520292207792235	-0.2510204081632653	0.007913961038961047	0.009374999999999994
06-1431	1	5/27/08	5	8	"""CBOCS WEST, INC. v. HEDRICK G. HUMPHRIES"""	-27.0	-1.0	-1.0	0.14285714285714285	-1.0	-1.0	5/27/08	7	2	0	-1.0	-1.0	0.1870748299319728	-0.7475728155339806	-0.9545454545454546	0.03262195121951219	0.07977025355596787	0.04655032467532469	-0.07812656641604011	0.5356150793650793
06-1456	0	6/2/08	6	8	HUMBERTO FIDEL REGALADO CUELLAR v. UNITED STATES	2.0	0.3333333333333333	0.0	0.5	0.3333333333333333	-0.2	6/2/08	9	0	1	-0.1238095238095238	0.07482993197278913	0.2875	0.5720524017467249	0.2108843537414966	-0.06202746449456975	-0.1388888888888889	-0.033518518518518496	-0.13630952380952382	-0.09825187969924812
06-1463	0	2/20/08	2	8	ARNOLD M. PRESTON v. ALEX E. FERRER	-5.0	-0.3333333333333333	-0.3333333333333333	-1.0	1.0	1.0	2/20/08	8	1	1	-0.015706806282722512	-0.2863247863247863	-0.7896907216494845	0.3972602739726027	-0.5080213903743316	-0.14982993197278915	0.10045068027210885	-0.06640188834154348	0.88125	0.14667129661782066
06-1498	-1	3/3/08	3	8	"""WARNER-LAMBERT CO., LLC, et al. v. KIMBERLY KENT et al."""	16.0	1.0	1.0	1.0	0.0	1.0	3/3/08	4	4	0	1.0	1.0	1.0	0.0	1.0	-0.08843537414965986	-0.09150669642857144	0.019730269730269725	0.0	0.11051587301587301
06-1505	1	6/19/08	6	8	MEACHAM v. KNOLLS ATOMIC POWER LAB.	7.0	0.0	1.0	0.3333333333333333	-1.0	0.0	6/19/08	7	1	1	0.0	1.0	0.1806615776081425	-0.7009345794392523	-1.0	0.0	-0.13751417233560093	0.01593749999999998	0.11191666666666666	-0.145
06-1509	0	3/3/08	3	8	MICHAEL H. BOULWARE v. UNITED STATES	-9.0	-0.5	-0.3333333333333333	-1.0	1.0	0.0	3/3/08	9	0	1	-0.6935817805383023	0.5462184873949579	0.8920454545454546	0.6512820512820513	-0.7024793388429752	-0.07266754850088183	-0.027083333333333348	-0.021329365079365087	-0.4	-0.00882668382668382
06-157	1	6/25/07	6	7	"""JAY F. HEIN, DIRECTOR, WHITE HOUSE OFFICE OF FAITH-BASED AND COMMUNITY INITIATIVES, et al. v. FREEDOM FROM RELIGION FOUNDATION, INC., et al."""	-44.0	-1.0	-1.0	0.0	-1.0	-1.0	6/25/07	5	4	1	-1.0	-1.0	-1.0	-1.0	-1.0	0.010629251700680274	0.05073260073260073	0.11230158730158729	0.011532738095238101	-0.007775297619047611
06-1595	0	1/26/09	1	9	"""VICKY S. CRAWFORD v. METROPOLITAN GOVERNMENT OF NASHVILLE AND DAVIDSON COUNTY, TENNESSEE"""	4.0	1.0	-1.0	0.0	-0.2	1.0	1/26/09	9	0	1	-0.3125	0.7986577181208053	0.0	-0.2260536398467433	1.0	0.12222222222222222	0.01547619047619046	0.16666666666666666	0.05199244751664108	-0.34902836134453785
06-1646	0	5/19/08	5	8	UNITED STATES v. GINO RODRIQUEZ	-6.0	-1.0	0.0	-1.0	0.0	0.3333333333333333	5/19/08	6	3	1	-1.0	-1.0	-0.3076923076923077	0.3775933609958506	0.3744075829383886	0.0572562358276644	0.5	-0.08333333333333333	-0.12587535014005605	0.031051587301587306
06-1666	-1	6/12/08	6	8	MUNAF v. GEREN	67.0	1.0	1.0	1.0	1.0	1.0	6/12/08	9	0	0	1.0	1.0	1.0	1.0	1.0	-0.003963032581453634	0.06286666666666667	-0.050238095238095234	-0.09944444444444446	0.017803030303030303
06-1717	1	6/2/08	6	8	"""RICHLIN SECURITY SERVICE COMPANY v. MICHAEL CHERTOFF, SECRETARY OF HOMELAND SECURITY"""	-8.0	1.0	0.0	-1.0	0.0	1.0	6/2/08	9	0	1	0.18151815181518152	0.0	0.03571428571428571	0.2108843537414966	0.8761061946902655	0.0328846153846154	0.35	-0.175	-0.04930555555555555	0.45953571428571427
06-179	0	2/20/08	2	8	"""DONNA S. RIEGEL, INDIVIDUALLY AND AS ADMINISTRATOR OF THE ESTATE OF CHARLES R. RIEGEL v. MEDTRONIC, INC."""	-6.0	1.0	0.0	-1.0	-1.0	1.0	2/20/08	8	1	0	0.0	-0.037037037037037035	-0.4476190476190477	-0.935483870967742	1.0	-0.11400226757369614	0.11036616161616163	-0.09711732711732711	0.19280303030303028	0.07748253640299094
06-219	0	6/25/07	6	7	"""CHARLES WILKIE, et al. v. HARVEY FRANK ROBBINS"""	15.0	-0.6	0.7142857142857143	0.6666666666666666	0.0	0.5555555555555556	6/25/07	7	2	1	0.3463203463203463	-0.02072538860103627	0.5811518324607329	0.037037037037037035	0.21100917431192664	0.04417443340972753	0.04109284812409812	0.03738839285714285	-0.08806141774891775	0.08706501831501834
06-278	-1	6/25/07	6	7	"""DEBORAH MORSE, et al. v. JOSEPH FREDERICK"""	35.0	1.0	1.0	1.0	1.0	1.0	6/25/07	5	4	1	0.8258064516129032	1.0	0.5219512195121951	0.4792452830188679	1.0	-0.013317460317460339	-0.1374937343358396	-0.13574376417233558	-0.16405895691609979	0.029160879629629637
06-313	0	5/21/07	5	7	"""DON ROPER, SUPERINTENDENT, POTOSI CORRECTIONAL CENTER v. WILLIAM WEAVER"""	-13.0	-1.0	1.0	-0.3333333333333333	-1.0	-1.0	5/21/07	6	3	0	0.3603238866396761	0.8502994011976048	0.13636363636363635	-0.4047619047619048	-0.4649350649350649	0.08713369963369964	-0.011525974025974025	0.13455555555555557	0.042693744164332394	-0.4080091411564626
06-376	0	5/21/07	5	7	"""JOHN F. HINCK, ET UX. v. UNITED STATES"""	-2.0	-0.6	0.5	0.0	0.0	0.0	5/21/07	9	0	0	-0.729957805907173	0.8426966292134831	0.21518987341772156	0.10247349823321557	0.170018281535649	0.03678137996319814	0.08333333333333333	0.0654761904761905	0.042559523809523804	0.03192878028404345
06-413	0	6/4/07	6	7	"""JEFFREY UTTECHT, SUPERINTENDENT, WASHINGTON STATE PENITENTIARY v. CAL COBURN BROWN"""	3.0	0.0	1.0	0.0	0.0	0.0	6/4/07	5	4	1	0.0	-0.8357487922705314	0.047619047619047616	0.8130841121495327	1.0	-0.1486111111111111	-0.08034023668639052	0.23499999999999996	-0.06452241715399609	0.060330086580086574
06-427	0	6/21/07	6	7	TENNESSEE SECONDARY SCHOOL ATHLETIC ASSOCIATION v. BRENTWOOD ACADEMY	3.0	0.0	0.0	0.0	-1.0	0.0	6/21/07	9	0	1	0.0	0.0	-0.04864864864864865	-0.3674698795180723	0.0	0.01773009599096556	0.005291005291005306	-0.16580555555555557	0.14536358703025368	0.0826330532212885
06-457	0	2/20/08	2	8	"""G. STEVEN ROWE, ATTORNEY GENERAL OF MAINE v. NEW HAMPSHIRE MOTOR TRANSPORT ASSOCIATION, et al."""	4.0	0.5	1.0	1.0	1.0	-0.6666666666666666	2/20/08	9	0	0	0.3203125	1.0	-0.25287356321839083	1.0	0.029801324503311258	0.09569769119769118	-0.06672077922077922	-0.19465488215488214	-0.16095959595959594	0.20789141414141415
06-480	-1	6/28/07	6	7	"""LEEGIN CREATIVE LEATHER PRODUCTS, INC. v. PSKS, INC., DBA KAY'S KLOSET . . . KAY'S SHOES"""	13.0	-0.14285714285714285	0.0	1.0	1.0	1.0	6/28/07	5	4	1	-0.8649789029535865	0.3333333333333333	1.0	0.5663430420711975	1.0	0.055287114845938345	0.07619047619047618	-0.0675	-0.14737276237276237	-0.10282446311858078
06-484	0	6/21/07	6	7	"""TELLABS, INC., et al. v. MAKOR ISSUES & RIGHTS, LTD., et al."""	6.0	1.0	1.0	0.0	0.0	1.0	6/21/07	8	1	1	1.0	0.8273381294964028	0.4838709677419355	0.16981132075471694	-0.04201680672268908	-0.015264976958525384	-0.16992753623188403	-0.16027529761904763	0.24437499999999995	0.10355158730158731
06-531	0	6/4/07	6	7	"""MICHAEL W. SOLE, SECRETARY, FLORIDA DEPARTMENT OF ENVIRONMENTAL PROTECTION, et al. v. T. A. WYNER, et al."""	1.0	0.0	0.0	-1.0	1.0	0.0	6/4/07	9	0	1	1.0	1.0	-1.0	0.5087719298245614	0.10638297872340426	0.06171052631578948	-0.0808503401360544	0.1464285714285714	0.11659722222222221	0.26316287878787875
06-562	0	6/11/07	6	7	UNITED STATES v. ATLANTIC RESEARCH CORPORATION	-5.0	-1.0	0.0	0.0	1.0	-1.0	6/11/07	9	0	0	-1.0	-1.0	0.0	-0.5341772151898734	-0.68	0.07694541231126599	0.053125000000000006	0.0	-0.019954648526077104	-0.17619047619047618
06-571	0	12/10/07	12	7	MICHAEL A. WATSON v. UNITED STATES	-13.0	-0.3333333333333333	1.0	-0.5	-0.5	-0.3333333333333333	12/10/07	9	0	1	-0.0728476821192053	-0.06367041198501873	0.4896551724137931	-0.3603603603603603	0.2857142857142857	-0.10291666666666668	0.23666666666666664	0.027777777777777776	-0.019140624999999998	-0.02961309523809523
06-593	0	6/11/07	6	7	"""LONG ISLAND CARE AT HOME, LTD., et al. v. EVELYN COKE"""	4.0	0.0	0.0	0.0	0.0	1.0	6/11/07	9	0	1	0.0	1.0	0.0	0.4057971014492754	1.0	0.08529745507018231	0.0	-0.04437830687830689	-0.009555933484504918	-0.0010544217687074794
06-618	-1	5/21/07	5	7	OFFICE OF SENATOR MARK DAYTON v. BRAD HANSON	27.0	0.0	0.0	0.6	0.0	1.0	5/21/07	8	0	0	1.0	1.0	0.4841628959276018	0.0	1.0	-1.0	-0.16666666666666666	0.061249999999999985	0.0	0.021585213032581464
06-637	1	10/10/07	10	7	"""BOARD OF EDUCATION OF THE CITY SCHOOL DISTRICT OF THE CITY OF NEW YORK v. TOM F., ON BEHALF OF GILBERT F., A MINOR CHILD"""	-22.0	-1.0	-1.0	0.0	-1.0	-0.42857142857142855	10/10/07	4	4	0	-1.0	-1.0	0.0	-0.910355486862442	-0.6392857142857142	-0.2222222222222222	-0.03874458874458874	0.0	-0.14594306632909573	0.057349618635332916
06-666	0	5/19/08	5	8	"""DEPARTMENT OF REVENUE OF KENTUCKY, et al. v. GEORGE W. DAVIS, ET UX"""	-5.0	-1.0	1.0	0.2	-1.0	0.0	5/19/08	7	2	1	-0.5336322869955157	0.13253012048192772	0.4441687344913151	0.05730129390018484	0.0	0.1568722943722944	-0.03764550264550265	0.23705757575757577	-0.15277545410395652	0.0
06-694	0	5/19/08	5	8	UNITED STATES v. MICHAEL WILLIAMS	9.0	1.0	1.0	1.0	1.0	1.0	5/19/08	7	2	1	-0.17180616740088106	0.4461538461538462	1.0	0.3939393939393939	-0.6296296296296297	0.07867243867243869	-0.15	0.010846560846560847	0.053656462585033995	-0.008796296296296316
06-713	-1	3/18/08	3	8	"""WASHINGTON STATE GRANGE v. WASHINGTON STATE REPUBLICAN PARTY, et al."""	29.0	0.0	1.0	1.0	1.0	1.0	3/18/08	7	2	1	0.0	1.0	1.0	1.0	1.0	0.0	0.0018849206349206306	-0.05721288515406163	-0.09462901439645623	-0.06481481481481483
06-766	0	1/16/08	1	8	"""NEW YORK STATE BOARD OF ELECTIONS, et al. v. MARGARITA LOPEZ TORRES ET AL"""	29.0	1.0	-1.0	1.0	1.0	1.0	1/16/08	9	0	1	0.08483290488431877	0.7904761904761904	1.0	1.0	0.45	0.13688811188811192	-0.001721455627705648	-0.14696969696969697	-0.010700757575757586	0.08796296296296292
06-856	1	2/20/08	2	8	"""JAMES LARUE v. DEWOLFF, BOBERG & ASSOCIATES, INC., ET AL"""	-5.0	0.0	0.0	0.0	-1.0	-1.0	2/20/08	9	0	1	0.0	-1.0	0.0	-1.0	-1.0	0.04511054421768707	-0.012425595238095243	0.0	0.03533834586466165	0.11217948717948716
06-923	1	6/19/08	6	8	METRO. LIFE INS. CO. v. GLENN	-38.0	-1.0	-1.0	-1.0	0.0	-0.4	6/19/08	6	3	0	-1.0	-1.0	-1.0	-0.6825396825396826	-0.2737226277372263	0.21237468671679202	0.01558641975308643	-0.07895833333333332	0.0951388888888889	-0.062499999999999986
06-937	0	6/9/08	6	8	"""QUANTA COMPUTER, INC., et al. v. LG ELECTRONICS, INC."""	2.0	-1.0	1.0	0.0	-1.0	0.0	6/9/08	9	0	1	-1.0	-1.0	1.0	-0.367003367003367	0.0	-0.05992965367965369	-0.020833333333333336	0.0	-0.01698863636363636	0.038045634920634924
06-939	-1	6/19/08	6	8	CHAMBER OF COMMERCE OF THE UNITED STATES v. BROWN	23.0	0.0	1.0	0.0	1.0	0.5	6/19/08	7	2	1	0.391812865497076	0.8518518518518519	1.0	0.8792756539235412	0.7044334975369458	0.025014880952380948	-0.46249999999999997	0.0	0.09895177562550445	0.05429421768707482
06-969	1	6/25/07	6	7	"""FEDERAL ELECTION COMMISSION v. WISCONSIN RIGHT TO LIFE, INC."""	-9.0	0.0	0.0	-1.0	-1.0	-1.0	6/25/07	5	4	0	0.0	0.0	-1.0	-1.0	-1.0	0.12911706349206353	0.0	0.45	0.05020703933747413	0.034619815668202776
06-984	-1	3/25/08	3	8	JOSE ERNESTO MEDELLIN v. TEXAS	55.0	1.0	0.75	0.2	1.0	0.2	3/25/08	6	3	0	1.0	0.7472527472527473	0.6992481203007519	0.3431578947368421	0.79182156133829	-0.021918767507002807	0.18344470046082947	-0.11666666666666667	0.02662037037037037	0.26630952380952383
06-989	0	3/25/08	3	8	"""HALL STREET ASSOCIATES, L.L.C. v. MATTEL, INC"""	-4.0	0.3333333333333333	-1.0	-1.0	1.0	-0.14285714285714285	3/25/08	6	3	0	-0.05899705014749264	-0.8674033149171271	0.31736526946107785	0.6917148362235067	-0.2012012012012012	0.05787450396825395	0.08195592286501376	-0.036666666666666674	-0.05536630036630036	-0.02511140819964349
07-1015	0	5/18/09	5	9	"""JOHN D. ASHCROFT, FORMER ATTORNEY GENERAL, et al. v. JAVAID IQBAL et al."""	-15.0	1.0	-0.5	1.0	-1.0	-1.0	5/18/09	5	4	1	0.5918367346938775	0.24581005586592175	1.0	-0.1044776119402985	-0.8202247191011236	-0.24331501831501837	-0.09713624338624338	0.034848484848484844	-0.15695970695970696	-0.530551948051948
07-10374	0	5/26/09	5	9	"""KEITH HAYWOOD v. CURTIS DROWN, et al."""	-21.0	-1.0	-1.0	-1.0	1.0	-1.0	5/26/09	5	4	1	-0.929936305732484	0.6932515337423313	-0.6608695652173913	1.0	0.5665024630541872	0.08378145292207793	-0.09797979797979797	-0.15363123718386876	-0.12750430573011218	0.010823472823472832
07-10441	0	4/6/09	4	9	JOHNNIE CORLEY v. UNITED STATES	2.0	-1.0	-1.0	1.0	1.0	0.3333333333333333	4/6/09	5	4	1	-1.0	-0.5516014234875445	1.0	0.7117117117117117	-0.11023622047244094	0.014285714285714285	-0.24034391534391533	-0.16527777777777777	0.15572916666666664	-0.09795918367346938
07-1059	1	1/26/09	1	9	UNITED STATES v. EURODIF S. A. et al.	-13.0	-0.3333333333333333	0.0	-1.0	0.0	-1.0	1/26/09	9	0	1	-0.10382513661202186	0.0	-1.0	0.021645021645021644	-0.7675840978593272	0.020717592592592593	0.0	-0.041666666666666664	0.06604700854700854	-0.2040325877825878
07-1114	0	4/28/09	4	9	"""GARY BRADFORD CONE v. RICKY BELL, WARDEN"""	-3.0	-1.0	1.0	0.2	1.0	0.0	4/28/09	7	2	1	-1.0	1.0	0.7075718015665796	0.9433628318584072	0.6082474226804123	0.033080120937263806	0.16383333333333333	-0.06197278911564626	-0.0584013605442177	-0.6776041666666667
07-11191	-1	1/25/10	1	10	MARK A. BRISCOE AND SHELDON A. CYPRESS v. VIRGINIA	21.0	0.1111111111111111	0.0	0.0	0.0	0.07692307692307693	1/25/10	9	0	1	0.5933456561922366	1.0	1.0	0.7011494252873564	-0.04607046070460705	0.018266233766233778	-0.2	-0.22727272727272727	0.05	-0.14886384856973092
07-1122	0	1/26/09	1	9	ARIZONA v. LEMON MONTREA JOHNSON	2.0	0.0	0.0	0.0	-1.0	1.0	1/26/09	9	0	1	0.0	0.2413793103448276	0.7294117647058823	-0.10843373493975904	1.0	0.08000610500610503	0.15632716049382717	0.037652329749103965	0.0043099647266313865	-0.14227582846003894
07-1125	0	1/21/09	1	9	"""LISA FITZGERALD, et vir v. BARNSTABLE SCHOOL COMMITTEE et al."""	-1.0	0.2	-0.6666666666666666	0.0	1.0	0.3333333333333333	1/21/09	9	0	1	-0.4889589905362776	0.31986531986531985	0.0	0.04615384615384616	0.3	0.036828449328449336	-0.15560224089635855	0.0	0.010459183673469388	0.3
07-1209	-1	4/21/09	4	9	"""ERIC K. SHINSEKI, SECRETARY OF VETERANS AFFAIRS v. WOODROW F. SANDERS"""	18.0	0.6	1.0	1.0	1.0	-1.0	4/21/09	6	3	1	-0.3523421588594705	1.0	0.9126637554585152	0.6688741721854304	-1.0	0.13845543345543343	0.008134920634920637	-0.1550099206349206	0.005613425925925938	0.044404761904761905
07-1216	-1	3/31/09	3	9	"""PHILIP MORRIS USA INC. v. MAYOLA WILLIAMS, PERSONAL REPRESENTATIVE OF THE ESTATE OF JESSE D. WILLIAMS, DECEASED"""	-12.0	-0.6	1.0	-1.0	-1.0	-0.75	3/31/09	9	0	0	-0.5278396436525612	0.7314814814814815	-1.0	0.11688311688311688	-0.8802395209580839	-0.11697631072631072	-0.014393939393939393	0.07503306878306877	0.10624999999999998	-0.06612745098039213
07-1223	0	11/17/08	11	8	"""EDWARD NATHANIEL BELL v. LORETTA K. KELLY, WARDEN"""	-5.0	-0.25	1.0	-1.0	1.0	0.0	11/17/08	9	0	0	0.30264672036823936	1.0	0.0	0.7213114754098361	0.07534246575342465	0.047968519575662436	-0.140347923681257	-0.05555555555555555	-0.15893630179344465	0.16267992424242428
